loss,val_loss,epoch
79.18616485595703,46.14992904663086,0
41.3154182434082,34.20865249633789,1
30.865392684936523,26.381818771362305,2
28.47718620300293,27.1541748046875,3
26.765460968017578,20.600765228271484,4
21.582483291625977,19.81617546081543,5
19.773876190185547,26.741683959960938,6
23.507137298583984,19.50478744506836,7
23.827781677246094,19.507823944091797,8
16.960752487182617,16.945255279541016,9
16.811498641967773,16.267955780029297,10
14.485126495361328,14.905228614807129,11
15.260114669799805,21.22137451171875,12
15.825631141662598,16.330904006958008,13
13.590516090393066,12.549225807189941,14
12.236254692077637,12.979551315307617,15
13.386465072631836,11.928221702575684,16
11.287099838256836,10.287690162658691,17
10.366381645202637,11.687054634094238,18
11.455704689025879,12.354174613952637,19
10.267403602600098,11.729198455810547,20
9.961090087890625,10.679886817932129,21
10.279950141906738,11.282443046569824,22
9.638751029968262,11.107728958129883,23
9.237249374389648,9.346187591552734,24
9.992048263549805,11.115250587463379,25
8.34044361114502,11.002695083618164,26
8.367934226989746,9.126490592956543,27
8.206432342529297,8.508278846740723,28
8.558448791503906,9.036450386047363,29
8.139874458312988,8.381357192993164,30
8.264866828918457,8.26611328125,31
7.928125381469727,9.839016914367676,32
8.369723320007324,9.853869438171387,33
7.608994483947754,8.328535079956055,34
7.5123610496521,8.594754219055176,35
7.776371955871582,9.102986335754395,36
8.712964057922363,9.25790023803711,37
8.153569221496582,9.82936954498291,38
7.628650188446045,9.707497596740723,39
7.685141086578369,8.276891708374023,40
8.138788223266602,7.9754638671875,41
8.1917142868042,8.457070350646973,42
6.9698896408081055,8.193769454956055,43
6.502197265625,8.11546516418457,44
6.370327949523926,9.654695510864258,45
7.078182697296143,7.886859893798828,46
6.72163724899292,8.332274436950684,47
7.131889820098877,8.252738952636719,48
6.650574207305908,7.3149027824401855,49
6.375976085662842,8.276514053344727,50
6.232925891876221,7.13994026184082,51
6.528977870941162,8.22307300567627,52
5.87336540222168,6.646035194396973,53
6.197868347167969,7.484750747680664,54
6.377923488616943,7.628796577453613,55
6.061413764953613,6.600822448730469,56
6.784674167633057,7.154243469238281,57
6.0723700523376465,6.678382396697998,58
5.892993927001953,6.492777347564697,59
5.865647792816162,7.097779750823975,60
6.6796417236328125,7.35831356048584,61
5.8394341468811035,6.787878513336182,62
5.581902027130127,7.647585868835449,63
5.6889777183532715,6.65168571472168,64
5.938647747039795,7.067724704742432,65
6.14548397064209,7.018487930297852,66
5.609837532043457,6.983246326446533,67
5.80724573135376,6.659759521484375,68
6.022532939910889,6.752840042114258,69
5.230897426605225,6.61628532409668,70
5.449271202087402,6.484487533569336,71
5.654431343078613,6.406420707702637,72
6.180082321166992,6.841180801391602,73
5.49320650100708,6.470985412597656,74
5.103342533111572,6.115324020385742,75
5.157810211181641,7.121646404266357,76
5.407383441925049,7.738436222076416,77
5.684074878692627,5.643801689147949,78
5.0724639892578125,6.499481201171875,79
5.104208469390869,6.4308366775512695,80
5.66296911239624,5.979724884033203,81
5.201315879821777,6.294546127319336,82
5.536431789398193,5.977958679199219,83
4.992852210998535,5.871856212615967,84
4.956881999969482,5.680410385131836,85
4.734397888183594,5.7293381690979,86
5.090281963348389,6.322990894317627,87
5.123154640197754,5.82444429397583,88
5.36727237701416,5.934697151184082,89
5.269931316375732,6.474309921264648,90
5.3766655921936035,5.655149936676025,91
4.866812705993652,5.909261703491211,92
5.47252082824707,6.581852436065674,93
5.172473430633545,6.40488862991333,94
4.971258163452148,5.764936923980713,95
4.991827011108398,5.9036784172058105,96
4.940097332000732,6.245668888092041,97
5.24847936630249,6.011849880218506,98
4.863541126251221,6.20742654800415,99
