loss,val_loss,epoch
433.3019714355469,322.77264404296875,0
256.83233642578125,193.75137329101562,1
173.38819885253906,146.61985778808594,2
135.91233825683594,121.35028839111328,3
114.38208770751953,103.03060913085938,4
98.31609344482422,90.38480377197266,5
86.65909576416016,80.21949768066406,6
76.58802032470703,69.95125579833984,7
68.39817810058594,62.720157623291016,8
62.07368469238281,62.1214599609375,9
56.90050506591797,52.78572082519531,10
51.26658248901367,47.95466613769531,11
48.3800163269043,46.3812141418457,12
45.34010696411133,42.813385009765625,13
43.527854919433594,44.00733184814453,14
40.81687927246094,39.76504898071289,15
39.0870475769043,37.06147384643555,16
38.124542236328125,34.59310531616211,17
36.27923583984375,34.1586799621582,18
33.88339614868164,33.57427215576172,19
32.87527084350586,32.74848175048828,20
31.753082275390625,31.526954650878906,21
30.504899978637695,30.774730682373047,22
30.48529815673828,29.99042320251465,23
29.2640323638916,28.312334060668945,24
27.916807174682617,28.24898338317871,25
27.0760498046875,26.69244384765625,26
25.89603614807129,25.032604217529297,27
25.60820770263672,26.319698333740234,28
24.97734260559082,25.239620208740234,29
24.892126083374023,25.984281539916992,30
24.123977661132812,25.416828155517578,31
23.8182373046875,26.477279663085938,32
22.679473876953125,23.682209014892578,33
22.432836532592773,23.658222198486328,34
22.772809982299805,22.758636474609375,35
21.777013778686523,24.246841430664062,36
21.71004867553711,22.72327423095703,37
21.279953002929688,20.758739471435547,38
20.687328338623047,21.312944412231445,39
21.05790138244629,20.23193359375,40
20.09227752685547,20.47636604309082,41
20.08051872253418,20.164522171020508,42
20.14590072631836,19.352069854736328,43
19.471277236938477,20.557870864868164,44
19.36516571044922,20.29457664489746,45
19.522891998291016,19.314403533935547,46
19.127347946166992,19.800077438354492,47
18.841630935668945,19.14290428161621,48
18.45818328857422,20.589765548706055,49
18.33953094482422,17.99439811706543,50
18.36760139465332,18.240190505981445,51
20.19178581237793,17.953813552856445,52
17.968416213989258,17.43915557861328,53
18.02864646911621,17.893524169921875,54
17.704845428466797,18.63787841796875,55
17.14773941040039,17.50899314880371,56
17.053586959838867,17.62836265563965,57
17.007244110107422,17.44254493713379,58
17.299367904663086,16.901247024536133,59
17.026491165161133,17.529598236083984,60
16.577238082885742,16.943119049072266,61
16.674043655395508,16.970680236816406,62
16.24323272705078,19.715246200561523,63
16.6645565032959,16.398176193237305,64
16.18389892578125,16.456193923950195,65
16.21192741394043,15.746691703796387,66
16.017038345336914,16.684955596923828,67
15.766373634338379,15.762815475463867,68
15.800524711608887,16.389583587646484,69
16.675783157348633,18.678569793701172,70
19.496152877807617,15.670494079589844,71
15.715240478515625,15.709644317626953,72
15.380929946899414,15.179643630981445,73
14.991843223571777,15.583846092224121,74
15.073444366455078,15.171770095825195,75
15.119935035705566,15.088051795959473,76
15.160989761352539,14.521777153015137,77
14.753400802612305,15.712173461914062,78
14.792823791503906,16.058950424194336,79
15.589712142944336,15.549275398254395,80
15.375025749206543,14.884557723999023,81
14.402037620544434,14.855843544006348,82
14.459465980529785,14.242287635803223,83
15.224496841430664,16.560697555541992,84
14.363993644714355,14.795249938964844,85
14.173935890197754,14.537304878234863,86
14.184762001037598,14.060539245605469,87
14.287617683410645,14.621026992797852,88
14.291318893432617,15.217524528503418,89
14.41295051574707,13.772224426269531,90
13.82151985168457,14.925263404846191,91
14.13002872467041,13.84195613861084,92
13.881379127502441,14.176097869873047,93
14.213008880615234,15.215222358703613,94
14.146615982055664,14.214927673339844,95
15.0179443359375,16.292322158813477,96
13.817808151245117,13.295025825500488,97
13.765538215637207,15.108826637268066,98
13.831374168395996,14.008062362670898,99
